column,method_code,method,problem_score,low_signal_z,stripe_z,neighbor_z,texture_z,surface_jitter_z
951,0,keep/sharp,0.349931,0.433786,0.221517,0.000000,0.255655,0.000000
952,0,keep/sharp,0.340562,0.695701,0.162233,0.000000,0.179474,0.128766
953,0,keep/sharp,0.364447,0.372242,1.019013,0.218934,0.049513,0.000000
954,0,keep/sharp,0.363472,0.657184,0.317643,0.000000,0.284030,0.576383
955,0,keep/sharp,0.408554,0.640520,0.110108,0.000000,0.265900,0.263664
956,0,keep/sharp,0.413651,0.673019,0.913320,0.107013,1.090149,0.000000
957,0,keep/sharp,0.435678,0.322445,0.494871,0.000000,0.209880,0.030659
958,0,keep/sharp,0.467799,0.410783,1.074014,0.068443,0.058260,1.336717
959,0,keep/sharp,0.551392,0.609788,0.391107,0.000000,0.148840,0.012263
960,0,keep/sharp,0.510249,0.507156,1.447717,0.000000,0.288458,0.006131
961,0,keep/sharp,0.628717,0.247517,1.196488,0.000000,0.275436,2.103182
962,0,keep/sharp,0.652992,0.444365,0.928542,0.000000,0.294781,8.682523
963,0,keep/sharp,0.711216,0.190824,0.471911,0.000000,0.228033,2.409768
964,0,keep/sharp,0.723477,0.664318,1.455594,0.000000,0.463448,8.878736
965,0,keep/sharp,0.724811,0.198656,1.723322,0.000000,0.376069,1.520667
966,0,keep/sharp,0.666737,0.182799,1.935231,0.000000,0.306887,0.772596
967,0,keep/sharp,0.663162,0.452570,1.693748,0.000000,0.507110,0.000000
968,0,keep/sharp,0.575153,0.439170,1.306460,0.061828,0.353024,0.000000
969,0,keep/sharp,0.541559,0.368922,1.007419,0.000000,0.225278,0.000000
970,0,keep/sharp,0.496274,0.442612,0.279742,0.000000,0.254395,1.526801
971,0,keep/sharp,0.487450,0.463451,0.987274,0.000000,0.374928,0.000000
972,0,keep/sharp,0.465406,0.872916,0.348064,0.000000,0.452135,1.115974
973,0,keep/sharp,0.441997,0.343266,0.904150,0.000000,0.249643,0.000000
974,0,keep/sharp,0.432669,0.514832,1.237073,0.000000,0.382814,1.520667
975,0,keep/sharp,0.428165,0.413596,0.631770,0.000000,0.223484,1.833386
976,0,keep/sharp,0.404666,0.681821,0.125416,0.000000,0.356001,0.000000
977,0,keep/sharp,0.388790,0.590038,0.124134,0.000000,0.367100,0.030659
978,0,keep/sharp,0.361113,0.583344,0.792278,0.000000,0.316200,0.000000
979,0,keep/sharp,0.357735,0.403129,0.475881,0.000000,0.237294,0.367903
980,0,keep/sharp,0.372705,0.495583,0.364555,0.000000,0.183430,0.367905
981,0,keep/sharp,0.412201,0.847647,0.415953,0.000000,0.512301,0.429221
982,0,keep/sharp,0.392474,0.563119,0.513888,0.000000,0.225367,1.189554
983,0,keep/sharp,0.458721,0.485936,0.585648,0.000000,0.246472,0.680622
984,0,keep/sharp,0.457191,0.771602,0.830454,0.000000,0.331115,0.177821
985,0,keep/sharp,0.479512,0.516755,0.357226,0.000000,0.310222,0.349509
986,0,keep/sharp,0.488996,0.788438,1.670832,0.000000,0.168982,0.085847
987,0,keep/sharp,0.478845,0.645907,0.089817,0.000000,0.371884,0.502801
988,0,keep/sharp,0.467460,0.487508,1.354686,0.000000,0.069938,0.956549
989,0,keep/sharp,0.465927,0.619375,0.610457,0.000000,0.306715,1.385772
990,0,keep/sharp,0.407178,0.363191,0.346742,0.000000,0.284584,1.385770
991,0,keep/sharp,0.443792,0.645016,0.779324,0.000000,0.171756,0.042921
992,0,keep/sharp,0.410731,0.677403,0.259709,0.000000,0.216738,0.000000
993,0,keep/sharp,0.445376,0.663304,0.458365,0.000000,0.222756,0.000000
994,0,keep/sharp,0.484093,0.689814,0.993781,0.000000,0.272190,0.000000
995,0,keep/sharp,0.469411,0.796176,0.298835,0.000000,0.495870,0.000000
996,0,keep/sharp,0.473574,0.883260,1.276700,0.000000,0.447596,0.183953
997,0,keep/sharp,0.467930,0.688817,1.082908,0.000000,0.404668,0.000000
998,0,keep/sharp,0.434824,0.442731,0.598857,0.000000,0.305081,0.000000
999,0,keep/sharp,0.471466,0.618290,0.234961,0.088824,0.508480,0.000000
1000,0,keep/sharp,0.403105,0.645443,0.279126,0.000000,0.401183,0.000000
1001,0,keep/sharp,0.351247,0.375986,0.573426,0.000000,0.211521,0.000000
1002,0,keep/sharp,0.333300,0.625580,0.831727,0.000000,0.400627,3.078125
1003,0,keep/sharp,0.359363,0.432841,0.241413,0.000000,0.337009,0.000000
1004,0,keep/sharp,0.361624,0.170278,0.514721,0.000000,0.143791,0.000000
1005,0,keep/sharp,0.358669,0.472963,0.118798,0.000000,0.249051,0.416956
1006,0,keep/sharp,0.331126,0.647554,0.828319,0.000000,0.409335,0.423087
1007,0,keep/sharp,0.361489,0.442419,0.207196,0.000000,1.226451,0.000000
1008,0,keep/sharp,0.375071,0.395351,0.488233,0.000000,0.210834,0.000000
1009,0,keep/sharp,0.384107,0.637898,0.724597,0.000000,0.322498,0.000000
1010,0,keep/sharp,0.350069,0.605218,0.724346,0.000000,0.429656,0.000000
1011,0,keep/sharp,0.345776,0.642624,0.262226,0.000000,0.407443,0.000000
1012,0,keep/sharp,0.357881,0.490978,0.378549,0.000000,0.233861,0.000000
1013,0,keep/sharp,0.326195,0.718289,0.075404,0.000000,0.368255,0.000000
1014,0,keep/sharp,0.321164,0.653337,0.208339,0.000000,0.445788,0.000000
1015,0,keep/sharp,0.315600,0.564404,0.433077,0.153119,0.356055,0.000000
1016,0,keep/sharp,0.322708,0.386630,0.258795,0.000000,0.285204,0.049053
1017,0,keep/sharp,0.334685,0.558358,0.677580,0.000000,0.374144,0.000000
1018,0,keep/sharp,0.322910,0.778159,0.008657,0.000000,0.399121,0.000000
1019,0,keep/sharp,0.330680,0.355709,0.645421,0.086295,0.139009,0.000000
1020,0,keep/sharp,0.368881,0.741747,0.313150,0.000000,0.394143,0.000000
1021,0,keep/sharp,0.364592,0.492562,0.175555,0.000000,0.245526,0.000000
1022,0,keep/sharp,0.380918,0.565816,0.762036,0.000000,0.236676,0.000000
1023,0,keep/sharp,0.410643,0.811394,0.663086,0.000000,0.427696,0.000000
1024,0,keep/sharp,0.434926,0.577429,0.622087,0.000000,0.219633,0.000000
1025,0,keep/sharp,0.472437,0.746669,0.403836,0.000000,0.409342,0.000000
1026,0,keep/sharp,0.467707,0.611129,0.994959,0.000000,0.489619,0.000000
1027,0,keep/sharp,0.432699,0.633555,0.719048,0.000000,1.032598,0.000000
1028,0,keep/sharp,0.434630,0.759711,0.695461,0.000000,0.422660,0.000000
1029,0,keep/sharp,0.444431,0.668336,0.439601,0.000000,0.292132,0.588646
1030,0,keep/sharp,0.415905,0.408146,0.247335,0.009792,0.449777,0.000000
1031,0,keep/sharp,0.376234,0.814586,0.351625,0.000000,0.438102,0.000000
1032,0,keep/sharp,0.334455,0.521401,0.914602,0.000000,0.224717,0.000000
1033,0,keep/sharp,0.324967,0.257650,0.840585,0.000000,0.108115,0.000000
1034,0,keep/sharp,0.331426,0.422715,0.352501,0.000000,0.192489,0.000000
1035,0,keep/sharp,0.367343,0.526829,0.034271,0.000000,0.275819,0.000000
1036,0,keep/sharp,0.360663,0.242937,0.047961,1.105269,0.032863,0.000000
1037,0,keep/sharp,0.354685,0.598200,0.254000,0.000000,0.352156,0.000000
1038,0,keep/sharp,0.348339,0.741111,1.281688,0.000000,0.314267,0.000000
1039,0,keep/sharp,0.364313,0.367883,0.861167,0.000000,0.356890,0.000000
1040,0,keep/sharp,0.413911,0.337208,0.548792,0.000000,0.314274,0.000000
1041,0,keep/sharp,0.423884,0.551917,0.001890,0.000000,0.405083,0.000000
1042,0,keep/sharp,0.387919,0.302529,0.201283,0.626590,0.188173,0.000000
1043,0,keep/sharp,0.391385,0.927682,1.153461,0.000000,0.384666,0.000000
1044,0,keep/sharp,0.426589,0.734579,0.067135,0.000000,0.444641,1.514536
1045,0,keep/sharp,0.423085,0.634712,0.517181,0.000000,0.355081,0.245268
1046,0,keep/sharp,0.414559,0.583163,0.671926,0.120168,0.289464,0.000000
1047,0,keep/sharp,0.357173,0.756933,0.859335,0.000000,0.516281,0.000000
1048,0,keep/sharp,0.344540,0.518666,0.006046,0.000000,0.273094,0.000000
1049,0,keep/sharp,0.363672,0.470510,0.245146,0.000000,0.306279,0.000000
1050,0,keep/sharp,0.353920,0.388757,0.427693,0.000000,0.259375,0.000000
1051,0,keep/sharp,0.318846,0.426385,0.308135,0.087653,0.325953,0.000000
1052,0,keep/sharp,0.318000,0.495480,1.086081,0.000000,0.451751,0.000000
1053,0,keep/sharp,0.344270,0.570237,0.286173,0.000000,0.969724,0.000000
1054,0,keep/sharp,0.342130,0.422525,0.457206,0.000000,0.345182,0.000000
1055,0,keep/sharp,0.335041,0.344394,0.197101,0.000000,0.165855,0.000000
1056,0,keep/sharp,0.336069,0.618060,0.442473,0.343188,0.330902,0.000000
1057,0,keep/sharp,0.355863,0.263380,0.504715,0.000000,0.248994,0.000000
1058,0,keep/sharp,0.386801,0.423214,0.236847,0.000000,0.265186,0.000000
1059,0,keep/sharp,0.405018,0.512365,0.971149,0.000000,0.766455,0.000000
1060,0,keep/sharp,0.380768,0.611441,0.929980,0.000000,0.353042,0.012263
1061,0,keep/sharp,0.368879,0.758454,0.101043,0.000000,0.403444,4.384183
1062,0,keep/sharp,0.376884,0.432261,0.489522,0.000000,0.253406,0.000000
1063,0,keep/sharp,0.351750,0.613414,0.136565,0.000000,0.347363,0.000000
1064,0,keep/sharp,0.339644,0.457113,0.053606,0.000000,0.236532,0.000000
1065,0,keep/sharp,0.327943,0.640567,0.156690,0.000000,0.395846,0.000000
1066,0,keep/sharp,0.395713,0.512637,0.571440,0.000000,0.332204,0.000000
1067,0,keep/sharp,0.397626,0.561099,0.705528,0.000000,0.357630,0.000000
1068,0,keep/sharp,0.411497,0.715766,0.619801,0.000000,0.314222,0.000000
1069,0,keep/sharp,0.403505,0.745260,1.644577,0.000000,0.440284,0.000000
1070,0,keep/sharp,0.387730,0.421611,0.030003,0.394290,0.490883,0.000000
1071,0,keep/sharp,0.353981,0.335422,0.522152,0.000000,0.139503,0.000000
1072,0,keep/sharp,0.362209,0.234616,0.308699,0.214561,0.158443,0.000000
1073,0,keep/sharp,0.330045,0.678662,0.075509,0.000000,0.278102,0.000000
1074,0,keep/sharp,0.318160,0.367737,0.174373,0.000000,0.244508,0.000000
1075,0,keep/sharp,0.331001,0.332388,1.223131,0.000000,0.194000,0.000000
1076,0,keep/sharp,0.347066,0.732325,1.007382,0.000000,0.242510,0.000000
1077,0,keep/sharp,0.359304,0.496964,0.043069,0.000000,0.298279,0.000000
1078,0,keep/sharp,0.404097,0.521694,0.557248,0.000000,0.286270,0.110370
1079,0,keep/sharp,0.372666,0.381966,0.569718,0.000000,0.395156,0.122635
1080,0,keep/sharp,0.348368,0.277391,0.726311,0.000000,0.313889,0.000000
1081,0,keep/sharp,0.386781,0.022741,1.461017,0.124042,0.168689,0.000000
1082,0,keep/sharp,0.368871,0.442522,0.344467,0.000000,0.355087,0.000000
1083,0,keep/sharp,0.425671,0.440767,0.683841,0.000000,0.389821,0.000000
1084,0,keep/sharp,0.407829,0.000000,1.408645,0.000000,0.253732,0.000000
1085,0,keep/sharp,0.361360,0.060839,0.370906,0.416714,0.157061,0.000000
1086,0,keep/sharp,0.359276,0.248321,1.906407,0.000000,0.640549,0.000000
1087,0,keep/sharp,0.397265,0.349507,0.283476,0.000000,0.236818,0.000000
1088,0,keep/sharp,0.380350,0.434478,0.115566,0.000000,0.131830,0.000000
1089,0,keep/sharp,0.377503,0.555234,0.164578,0.000000,0.416432,0.000000
1090,0,keep/sharp,0.302174,0.862612,1.089710,0.000000,0.502770,0.000000
1091,0,keep/sharp,0.318567,0.587727,0.354570,0.000000,0.520700,0.000000
1092,0,keep/sharp,0.349497,0.505859,0.123614,0.000000,0.281245,0.000000
1093,0,keep/sharp,0.369960,0.340185,0.233170,0.000000,0.339240,0.000000
1094,0,keep/sharp,0.317828,0.410506,0.523434,0.000000,0.420696,0.000000
1095,0,keep/sharp,0.336712,0.351578,0.564411,0.000000,0.983823,0.000000
1096,0,keep/sharp,0.371510,0.026370,1.208953,0.000000,0.234267,0.000000
1097,0,keep/sharp,0.380618,0.012487,0.834560,0.000000,0.246238,0.000000
1098,0,keep/sharp,0.436021,0.487860,0.746280,0.000000,0.859966,0.000000
1099,0,keep/sharp,0.417459,0.404442,0.981821,0.000000,0.347634,0.000000
1100,0,keep/sharp,0.449674,0.097520,0.726410,0.000000,0.203035,0.000000
1101,0,keep/sharp,0.433448,0.153430,1.703898,0.000000,1.245690,0.000000
1102,0,keep/sharp,0.430115,0.154428,0.616885,0.000000,0.258329,0.000000
1103,0,keep/sharp,0.412188,0.042635,1.830878,0.000000,0.279668,0.447617
1104,0,keep/sharp,0.425638,0.403076,0.005149,0.000000,0.391834,0.177819
1105,0,keep/sharp,0.369405,0.396573,0.942293,0.000000,0.387391,0.000000
1106,0,keep/sharp,0.346736,0.275973,0.698134,0.000000,0.355917,0.000000
1107,0,keep/sharp,0.305003,0.360828,0.570792,0.000000,0.731377,0.000000
1108,0,keep/sharp,0.412433,0.439096,0.509857,0.000000,0.335845,0.000000
1109,0,keep/sharp,0.393339,0.046118,0.075675,0.268192,0.113200,0.000000
1110,0,keep/sharp,0.431753,0.329248,0.417044,0.050404,0.875234,0.000000
1111,0,keep/sharp,0.433228,0.804157,2.089799,0.000000,0.344592,0.000000
1112,0,keep/sharp,0.433796,0.475040,0.429225,0.050990,0.309381,0.000000
1113,0,keep/sharp,0.467607,0.454722,1.432772,0.000000,0.252005,0.000000
1114,0,keep/sharp,0.444171,0.812968,0.298063,0.000000,0.391665,0.000000
1115,0,keep/sharp,0.354149,0.585168,0.334633,0.000000,0.456415,0.000000
1116,0,keep/sharp,0.381611,0.319827,0.725894,0.000000,0.213195,0.000000
1117,0,keep/sharp,0.361680,0.484465,0.016251,0.000000,0.247908,0.000000
1118,0,keep/sharp,0.358299,0.362992,0.540663,0.000000,0.198122,0.000000
1119,0,keep/sharp,0.344154,0.691018,0.846027,0.000000,0.388133,0.000000
1120,0,keep/sharp,0.357741,0.689253,0.679519,0.000000,0.448984,0.000000
1121,0,keep/sharp,0.362811,0.598512,0.467120,0.000000,0.293811,0.000000
1122,0,keep/sharp,0.355552,0.639962,0.012032,0.020032,0.290970,0.000000
1123,0,keep/sharp,0.351329,0.520375,0.776709,0.000000,0.373148,0.000000
1124,0,keep/sharp,0.352261,0.597405,0.022837,0.000000,0.244254,0.000000
1125,0,keep/sharp,0.336915,0.405034,0.299075,0.000000,0.293714,0.000000
1126,0,keep/sharp,0.355962,0.365283,1.171772,0.000000,0.114609,0.000000
1127,0,keep/sharp,0.355612,0.540581,0.894554,0.000000,0.319501,0.000000
1128,0,keep/sharp,0.390522,0.461637,0.275515,0.000000,0.235792,0.000000
1129,0,keep/sharp,0.391856,0.306190,0.524679,0.000000,0.948873,0.000000
1130,0,keep/sharp,0.404607,0.601632,0.717826,0.000000,0.301689,0.000000
1131,0,keep/sharp,0.400410,0.679214,0.678490,0.000000,0.382426,0.000000
1132,0,keep/sharp,0.437431,0.303677,0.193799,0.000000,0.896875,0.000000
1133,0,keep/sharp,0.415950,0.651158,1.055437,0.000000,0.352279,0.220741
1134,0,keep/sharp,0.381451,0.777735,0.576538,0.000000,0.303317,0.000000
1135,0,keep/sharp,0.429327,0.542698,0.844269,0.000000,0.723452,0.000000
1136,0,keep/sharp,0.424268,0.528877,0.030477,0.000000,0.415754,0.000000
1137,0,keep/sharp,0.365202,0.486167,0.026292,0.000000,0.364409,0.000000
1138,0,keep/sharp,0.434006,0.823207,1.608260,0.000000,0.413301,0.000000
1139,0,keep/sharp,0.417123,0.287514,0.315011,0.000000,0.329023,0.000000
1140,0,keep/sharp,0.464557,0.287664,0.143215,0.000000,0.264046,0.000000
1141,0,keep/sharp,0.481047,0.614253,2.364051,0.000000,0.107862,0.000000
1142,0,keep/sharp,0.410584,0.400308,0.754818,0.000000,0.325663,0.000000
1143,0,keep/sharp,0.465777,0.618362,1.006336,0.000000,0.438029,0.000000
1144,0,keep/sharp,0.475880,0.331474,0.128608,0.438777,0.644309,0.000000
1145,0,keep/sharp,0.400485,0.654727,0.196820,0.000000,0.370389,0.000000
1146,0,keep/sharp,0.381522,0.655036,1.178503,0.000000,0.340400,0.141029
1147,0,keep/sharp,0.344270,0.442148,0.200549,0.000000,0.319053,0.000000
1148,0,keep/sharp,0.332519,0.210026,0.995978,0.000000,0.254585,0.000000
1149,0,keep/sharp,0.324851,0.181499,0.360167,0.000000,0.231603,1.330583
1150,0,keep/sharp,0.318049,0.643697,0.151586,0.000000,0.409725,0.000000
1151,0,keep/sharp,0.320286,0.338190,0.147647,0.018961,0.207801,1.091447
1152,0,keep/sharp,0.334716,0.482775,0.162845,0.047938,0.352848,0.000000
1153,0,keep/sharp,0.372884,0.372694,1.301943,0.000000,0.389322,0.000000
1154,0,keep/sharp,0.368707,0.000000,0.264266,0.425970,0.609351,0.000000
1155,0,keep/sharp,0.387367,0.045977,1.436492,0.000000,0.368504,0.000000
1156,0,keep/sharp,0.373904,0.483124,1.083620,0.000000,0.389482,0.000000
1157,0,keep/sharp,0.391523,0.207311,0.461285,0.000000,0.456994,0.000000
1158,0,keep/sharp,0.404911,0.254186,0.643401,0.000000,0.293539,1.011735
1159,0,keep/sharp,0.371962,0.130833,0.181645,0.000000,0.180119,0.735808
1160,0,keep/sharp,0.361960,0.000000,1.914393,0.326557,0.167970,0.000000
1161,0,keep/sharp,0.370635,0.268013,0.315123,0.192398,1.017137,0.000000
1162,0,keep/sharp,0.359584,0.383176,0.372581,0.000000,0.351938,0.000000
1163,0,keep/sharp,0.369159,0.139883,1.094945,0.000000,0.525007,0.263664
1164,0,keep/sharp,0.315161,0.488898,0.415821,0.000000,0.376531,0.000000
1165,0,keep/sharp,0.299386,0.409761,0.401699,0.000000,0.305882,0.000000
1166,0,keep/sharp,0.301402,0.350000,0.279296,0.000000,0.245062,0.000000
1167,0,keep/sharp,0.278605,0.400015,0.488576,0.000000,0.300120,0.000000
1168,0,keep/sharp,0.284405,0.237101,0.346015,0.000000,0.447096,0.000000
1169,0,keep/sharp,0.277350,0.336712,0.471521,0.000000,0.330149,0.000000
1170,0,keep/sharp,0.318276,0.479052,0.142970,0.000000,0.916387,0.000000
1171,0,keep/sharp,0.333795,0.149960,0.547495,0.315992,0.642725,0.000000
1172,0,keep/sharp,0.373165,0.309890,0.345732,0.000000,0.288606,0.000000
1173,0,keep/sharp,0.369923,0.118278,1.345381,0.000000,0.281361,0.423089
1174,0,keep/sharp,0.453505,0.246407,0.449306,0.641116,0.242114,0.656097
1175,0,keep/sharp,0.480912,0.014457,1.475894,0.000000,0.381455,0.000000
1176,0,keep/sharp,0.507096,0.052883,0.481254,0.149656,0.551082,0.000000
1177,0,keep/sharp,0.492014,0.641842,2.049256,0.000000,0.276480,0.441483
1178,0,keep/sharp,0.473324,0.546346,1.093565,0.000000,0.337412,0.196215
1179,0,keep/sharp,0.432087,0.461163,0.758135,0.000000,0.372431,0.000000
1180,0,keep/sharp,0.426838,0.137452,1.030711,0.083031,0.190591,0.000000
1181,0,keep/sharp,0.322946,0.424134,0.381812,0.000000,0.330662,0.000000
1182,0,keep/sharp,0.286208,0.286024,0.222577,0.097831,0.355460,0.000000
1183,0,keep/sharp,0.283007,0.000000,0.450070,0.260916,0.133600,0.288192
1184,0,keep/sharp,0.272587,0.228708,0.181682,0.000000,0.257430,0.000000
1185,0,keep/sharp,0.279434,0.531686,0.285712,0.000000,0.399762,0.000000
1186,0,keep/sharp,0.254976,0.312762,0.311679,0.465449,0.856722,0.000000
1187,0,keep/sharp,0.257715,0.258046,0.631868,0.107748,0.266279,0.000000
1188,0,keep/sharp,0.246722,0.000000,0.834691,0.000000,0.446756,0.416956
1189,0,keep/sharp,0.240869,0.000000,0.084495,0.000000,0.179873,0.000000
1190,0,keep/sharp,0.228872,0.585925,0.074343,0.000000,0.397623,0.000000
1191,0,keep/sharp,0.202453,0.000000,0.169134,0.098080,0.040491,0.000000
1192,0,keep/sharp,0.199234,0.045164,0.146553,0.251125,1.173790,0.000000
1193,0,keep/sharp,0.225164,0.391949,0.363676,0.000000,0.598682,0.190086
1194,0,keep/sharp,0.213740,0.188052,0.171971,0.000000,0.285797,0.000000
1195,0,keep/sharp,0.246588,0.183940,0.667546,0.000000,0.164461,0.576383
1196,0,keep/sharp,0.280357,0.249718,0.129062,0.450412,0.127316,0.000000
1197,0,keep/sharp,0.291344,0.057245,0.395511,0.000000,0.223222,0.000000
1198,0,keep/sharp,0.344618,0.000000,0.546230,0.564513,0.088979,0.091976
1199,0,keep/sharp,0.378669,0.411840,1.003993,0.000000,0.472301,0.000000
1200,0,keep/sharp,0.388185,0.393293,0.687925,0.074348,0.341504,0.000000
1201,0,keep/sharp,0.438137,0.546261,1.037982,0.000000,0.258169,0.006133
1202,0,keep/sharp,0.459091,0.295957,0.589561,0.760126,0.918781,0.000000
1203,0,keep/sharp,0.407866,0.267361,0.561667,0.000000,0.231531,0.275931
1204,0,keep/sharp,0.402719,0.321554,1.200965,0.000000,0.275469,0.288194
1205,0,keep/sharp,0.369840,0.222235,1.061665,0.000000,0.379888,0.282060
1206,0,keep/sharp,0.417470,0.313279,0.022659,0.000000,0.166075,0.239137
1207,0,keep/sharp,0.442644,0.557878,0.361159,0.000000,0.513196,0.233005
1208,0,keep/sharp,0.419322,0.681568,0.087834,0.000000,0.459039,0.000000
1209,0,keep/sharp,0.394277,0.343774,1.833885,0.512552,0.817025,0.000000
1210,0,keep/sharp,0.436465,0.510944,0.883904,0.000000,0.373608,0.000000
1211,0,keep/sharp,0.428660,0.452807,0.312282,0.343624,0.372748,0.000000
1212,0,keep/sharp,0.436702,0.458307,0.332015,0.000000,0.331220,0.000000
1213,0,keep/sharp,0.364861,0.572516,0.727852,0.000000,0.256830,0.000000
1214,0,keep/sharp,0.406150,0.250900,0.642929,0.000000,0.194515,0.000000
1215,0,keep/sharp,0.400784,0.206170,0.806125,0.063248,0.145117,0.000000
1216,0,keep/sharp,0.407816,0.458890,0.591838,0.012171,0.464504,0.000000
1217,0,keep/sharp,0.359018,0.817161,1.480810,0.000000,0.474577,0.000000
1218,0,keep/sharp,0.347451,0.637277,0.216285,0.000000,0.476507,0.000000
1219,0,keep/sharp,0.331315,0.565875,0.105907,0.000000,1.056616,0.000000
1220,0,keep/sharp,0.340881,0.120429,0.024314,0.000000,0.357962,0.000000
1221,0,keep/sharp,0.265011,0.128622,0.337718,0.203536,0.240777,0.000000
1222,0,keep/sharp,0.244115,0.265880,0.382236,0.000000,0.265582,0.000000
1223,0,keep/sharp,0.235751,0.177764,0.481205,0.568462,0.991270,0.000000
1224,0,keep/sharp,0.306656,0.289806,0.361943,0.000000,0.257619,0.000000
1225,0,keep/sharp,0.343849,0.439538,0.020484,0.000000,0.257773,0.000000
1226,0,keep/sharp,0.353361,0.564665,0.192425,0.000000,0.348212,0.000000
1227,0,keep/sharp,0.350402,0.483567,0.090127,0.000000,0.314582,7.443914
1228,0,keep/sharp,0.359038,0.304219,1.088128,0.000000,0.342112,0.153292
1229,0,keep/sharp,0.414701,0.353922,0.494395,0.000000,0.310609,0.000000
1230,0,keep/sharp,0.491052,0.566455,0.593961,0.000000,0.419004,0.429223
1231,0,keep/sharp,0.452616,0.629589,0.163568,0.000000,0.424378,0.000000
1232,0,keep/sharp,0.425036,0.738495,0.935912,0.000000,0.392550,0.000000
1233,0,keep/sharp,0.450516,0.734888,1.539032,0.000000,0.897742,0.000000
1234,0,keep/sharp,0.430037,0.614166,0.267689,0.000000,0.307118,0.196217
1235,0,keep/sharp,0.447475,0.638313,0.082151,0.000000,0.489153,0.171690
1236,0,keep/sharp,0.406867,0.702454,0.509677,0.000000,0.502886,0.919759
1237,0,keep/sharp,0.363194,0.350745,0.031337,0.227156,0.815990,0.392433
1238,0,keep/sharp,0.374999,0.643915,0.317610,0.000000,0.836684,0.410827
1239,0,keep/sharp,0.467535,0.439660,0.382078,0.000000,0.137721,0.153294
1240,0,keep/sharp,0.455171,0.487701,0.791228,0.000000,0.383821,1.238607
1241,0,keep/sharp,0.486251,0.374730,0.659622,0.000000,0.239526,1.017866
1242,0,keep/sharp,0.504125,0.335029,1.406037,0.000000,0.251330,7.309016
1243,0,keep/sharp,0.536761,0.597869,0.432648,0.000000,0.359662,0.637699
1244,0,keep/sharp,0.509660,0.267841,0.322454,0.000000,0.661093,4.807272
1245,0,keep/sharp,0.486476,0.874643,0.100340,0.000000,0.361570,4.016278
1246,0,keep/sharp,0.394247,0.457680,1.010981,0.000000,0.435607,0.000000
1247,0,keep/sharp,0.386417,0.280437,0.415442,0.000000,0.217801,1.416428
1248,0,keep/sharp,0.368008,0.488830,0.147525,0.000000,0.348899,0.000000
1249,0,keep/sharp,0.343100,0.742517,0.037983,0.000000,0.432157,0.000000
1250,0,keep/sharp,0.360212,0.610269,0.371723,0.000000,0.295008,0.000000
1251,0,keep/sharp,0.392675,0.315764,0.750150,0.154165,0.019047,0.153294
1252,0,keep/sharp,0.442555,0.383896,0.656557,0.000000,0.300515,0.171690
1253,0,keep/sharp,0.448543,0.832594,0.998189,0.000000,0.463153,0.159425
1254,0,keep/sharp,0.489698,0.268976,1.363183,0.000000,0.281931,0.000000
1255,0,keep/sharp,0.476734,0.306997,1.431318,0.000000,0.396727,0.000000
1256,0,keep/sharp,0.472108,0.565133,0.305419,0.000000,0.281060,0.607040
1257,0,keep/sharp,0.432534,0.830883,0.790731,0.000000,0.359201,1.686224
1258,0,keep/sharp,0.417270,0.409184,0.168518,0.000000,0.722446,0.374037
1259,0,keep/sharp,0.397119,0.574754,0.390102,0.000000,0.313408,0.000000
1260,0,keep/sharp,0.403002,0.751733,0.264517,0.000000,0.318548,0.000000
1261,0,keep/sharp,0.338180,0.760528,0.516336,0.000000,0.350352,0.000000
1262,0,keep/sharp,0.380428,0.615291,0.598090,0.000000,0.603041,0.000000
1263,0,keep/sharp,0.413097,0.412623,0.599789,0.265277,0.011651,0.000000
1264,0,keep/sharp,0.412447,0.000000,0.170434,0.279578,0.038768,0.981076
1265,0,keep/sharp,0.418702,0.722650,0.923414,0.000000,0.509313,0.239139
1266,0,keep/sharp,0.395352,0.491639,0.865539,0.498948,0.283972,0.000000
1267,0,keep/sharp,0.363678,0.623843,0.373116,0.000000,0.319802,0.000000
1268,0,keep/sharp,0.416239,0.613851,0.389292,0.475290,0.364978,0.416958
1269,0,keep/sharp,0.365602,0.577221,0.207495,0.000000,0.345223,0.000000
1270,0,keep/sharp,0.327878,0.352210,0.057743,0.000000,0.173552,0.067451
1271,0,keep/sharp,0.355246,0.814059,0.746655,0.000000,0.502405,0.000000
1272,0,keep/sharp,0.381179,0.389916,0.207512,0.000000,0.336393,0.000000
1273,0,keep/sharp,0.380923,0.107241,0.615173,0.000000,0.605906,0.000000
1274,0,keep/sharp,0.437149,0.946070,0.579598,0.000000,0.388222,0.453746
1275,0,keep/sharp,0.397776,0.634599,1.411387,0.000000,0.230553,0.000000
1276,0,keep/sharp,0.421254,0.411525,0.332991,0.024505,0.188920,0.447615
1277,0,keep/sharp,0.435537,0.359971,0.690611,0.000000,0.222726,3.850723
1278,0,keep/sharp,0.418606,0.572896,0.204599,0.000000,0.208866,0.000000
1279,0,keep/sharp,0.360703,0.533893,0.370338,0.130932,0.325101,0.864575
1280,0,keep/sharp,0.361135,0.317965,0.829422,0.000000,0.208050,0.361772
1281,0,keep/sharp,0.362628,0.654631,0.465631,0.000000,0.364850,0.594775
1282,0,keep/sharp,0.488845,0.470310,0.060687,0.000000,0.407983,0.827781
1283,0,keep/sharp,0.546688,0.633960,0.007064,0.000000,0.271566,1.103711
