x_km,shell_mode,scenario,scenario_label,band,frequency_mhz,band_role,ocean_depth_m,surface_height_m,surface_slope_deg,layer_count,layer_source_statuses,ocean_in_band_window,classification,ocean_snr_margin_db,false_snr_margin_db,false_minus_ocean_db,false_depth_m,surface_clutter_snr_margin_db,surface_clutter_apparent_depth_m,surface_roughness_index,attenuation_risk_0_100,false_layer_risk_0_100,surface_clutter_risk_0_100,material_ambiguity_risk_0_100,band_window_penalty_0_100,cross_band_support_0_100,ocean_confidence_score_0_100,confidence_band,v3_broad_outcome,v3_interpretation
-26.0,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2923.169376632364,271.74352983421755,-1.079153407712656,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,28.09874104193252,11.318387896200631,-16.780353145731887,1461.584688316182,-999.0,,0.0,0.0,0.0,0.0,27.0,25.0,85.0,90.54,high,ocean_candidate,high-confidence ocean candidate
-26.0,thin_3km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2923.169376632364,271.74352983421755,-1.079153407712656,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,12.424624251227648,12.307521877744422,-0.1171023734832257,41.93012840431521,-999.0,,0.0,3.64,48.59,0.0,48.0,0.0,85.0,92.07,high,ambiguous,ambiguous ocean vs internal layer
-26.0,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2923.169376632364,271.74352983421755,-1.079153407712656,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-7.578537986565327,5.283986978169699,12.862524964735028,41.93012840431521,-999.0,,0.0,100.0,100.0,0.0,48.0,0.0,85.0,0.06,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2923.169376632364,271.74352983421755,-1.079153407712656,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,10.576545115886006,23.439070080621036,12.862524964735028,41.93012840431521,-999.0,,0.0,12.88,100.0,0.0,48.0,25.0,85.0,69.37,moderate,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2923.169376632364,271.74352983421755,-1.079153407712656,0,none,True,clear ocean boundary,17.101208588741752,-999.0,-1016.1012085887418,,-999.0,,0.0,0.0,0.0,0.0,55.0,0.0,85.0,98.15,high,ocean_candidate,high-confidence ocean candidate
-26.0,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2923.169376632364,271.74352983421755,-1.079153407712656,0,none,True,clear ocean boundary,4.496350850985723,-999.0,-1003.4963508509858,,-999.0,,0.0,44.12,0.0,0.0,55.0,0.0,85.0,75.93,high,ocean_candidate,high-confidence ocean candidate
-26.0,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2923.169376632364,271.74352983421755,-1.079153407712656,0,none,True,clear ocean boundary,22.651433953437056,-999.0,-1021.651433953437,,-999.0,,0.0,0.0,0.0,0.0,55.0,25.0,85.0,86.9,high,ocean_candidate,high-confidence ocean candidate
-26.0,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2923.169376632364,271.74352983421755,-1.079153407712656,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,12.512850799585404,17.348932700652735,4.836081901067333,2132.4817079768018,-999.0,,0.0,8.48,100.0,0.0,92.0,0.0,30.0,23.02,low,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2923.169376632364,271.74352983421755,-1.079153407712656,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,-7.350738018243359,0.0993977991895856,7.450135817432945,2044.481707976802,-999.0,,0.0,100.0,100.0,0.0,92.0,0.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2923.169376632364,271.74352983421755,-1.079153407712656,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,10.804345084207974,18.25448090164092,7.4501358174329475,2044.481707976802,-999.0,,0.0,17.02,100.0,0.0,92.0,25.0,30.0,8.15,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2923.169376632364,271.74352983421755,-1.079153407712656,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-12.652443160626117,16.779725416170894,29.43216857679701,641.3823526233431,-999.0,,0.0,100.0,100.0,0.0,71.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2923.169376632364,271.74352983421755,-1.079153407712656,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-72.32724762511887,9.072461883019198,81.39970950813807,641.3823526233431,-999.0,,0.0,100.0,100.0,0.0,71.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2923.169376632364,271.74352983421755,-1.079153407712656,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-54.17216452266754,27.227544985470537,81.39970950813807,641.3823526233431,-999.0,,0.0,100.0,100.0,0.0,71.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2923.169376632364,271.74352983421755,-1.079153407712656,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-26.481737096750823,12.278170787861402,38.75990788461223,41.93012840431521,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2923.169376632364,271.74352983421755,-1.079153407712656,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-108.0343310280643,5.208202789963048,113.24253381802735,41.93012840431521,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2923.169376632364,271.74352983421755,-1.079153407712656,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-89.87924792561297,23.363285892414385,113.24253381802735,41.93012840431521,-999.0,,0.0,100.0,100.0,0.0,100.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2923.169376632364,271.74352983421755,-1.079153407712656,0,none,True,clear ocean boundary,19.211941552283804,-999.0,-1018.211941552284,,-999.0,,0.0,0.0,0.0,0.0,32.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-26.0,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2923.169376632364,271.74352983421755,-1.079153407712656,0,none,True,clear ocean boundary,9.946239928378656,-999.0,-1008.9462399283786,,3.1785667673838223,964.3299529735204,0.5683323075779456,14.11,0.0,57.25,32.0,0.0,85.0,89.23,high,ocean_candidate,high-confidence ocean candidate
-26.0,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2923.169376632364,271.74352983421755,-1.079153407712656,0,none,True,clear ocean boundary,28.101323030829988,-999.0,-1027.10132303083,,-1.8214332326161775,964.3299529735204,0.5683323075779456,0.0,0.0,19.89,32.0,25.0,85.0,87.9,high,ocean_candidate,high-confidence ocean candidate
-26.0,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2923.169376632364,271.74352983421755,-1.079153407712656,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-26.481737096750823,12.278170787861402,38.75990788461223,41.93012840431521,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-26.0,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2923.169376632364,271.74352983421755,-1.079153407712656,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,surface clutter in shallow window,-108.0343310280643,5.208202789963048,113.24253381802735,41.93012840431521,4.798313843980967,964.3299529735204,0.5683323075779456,100.0,100.0,90.0,100.0,0.0,20.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-26.0,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2923.169376632364,271.74352983421755,-1.079153407712656,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-89.87924792561297,23.363285892414385,113.24253381802735,41.93012840431521,-0.2016861560190328,964.3299529735204,0.5683323075779456,100.0,100.0,19.89,100.0,25.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,19.23175782534721,-999.0,-1018.2317578253472,,-999.0,,0.0,0.0,0.0,0.0,5.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,10.002004015759768,-999.0,-1009.0020040157598,,-999.0,,0.0,10.59,0.0,0.0,5.0,0.0,85.0,98.79,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,28.157087118211106,-999.0,-1027.1570871182112,,-999.0,,0.0,0.0,0.0,0.0,5.0,25.0,85.0,93.4,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,19.230757825347208,3.1287305693351883,-16.10202725601202,1462.886752840492,-999.0,,0.0,0.0,0.0,0.0,27.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,9.999422026862296,-6.778977233203206,-16.778399260065502,1462.886752840492,-999.0,,0.0,13.24,0.0,0.0,27.0,0.0,85.0,95.79,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,28.154505129313627,11.376105869248128,-16.7783992600655,1462.886752840492,-999.0,,0.0,0.0,0.0,0.0,27.0,25.0,85.0,90.54,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,12.405315403813598,12.328918479303942,-0.0763969245096554,41.17321334990973,-999.0,,0.0,3.73,49.08,0.0,48.0,0.0,85.0,92.0,high,ambiguous,ambiguous ocean vs internal layer
-25.5,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-7.623794525869232,5.343831456182142,12.967625982051374,41.17321334990973,-999.0,,0.0,100.0,100.0,0.0,48.0,0.0,85.0,0.06,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,10.5312885765821,23.498914558633476,12.967625982051374,41.17321334990973,-999.0,,0.0,13.1,100.0,0.0,48.0,25.0,85.0,69.24,moderate,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,17.11914449829691,-999.0,-1016.1191444982968,,-999.0,,0.0,0.0,0.0,0.0,55.0,0.0,85.0,98.15,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,4.547259860665336,-999.0,-1003.5472598606652,,-999.0,,0.0,43.86,0.0,0.0,55.0,0.0,85.0,76.08,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,22.702342963116667,-999.0,-1021.7023429631166,,-999.0,,0.0,0.0,0.0,0.0,55.0,25.0,85.0,86.9,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,12.559232745396068,17.368960010683555,4.809727265287487,2136.692328113706,-999.0,,0.0,8.24,100.0,0.0,92.0,0.0,30.0,23.03,low,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,-7.226381658774946,0.1501036829063033,7.37648534168125,2048.692328113706,-999.0,,0.0,100.0,100.0,0.0,92.0,0.0,30.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,6,Sensitivity bracket from paper-supported material families,True,false layer stronger,10.928701443676385,18.30518678535764,7.376485341681253,2048.692328113706,-999.0,,0.0,16.4,100.0,0.0,92.0,25.0,30.0,8.51,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-12.833406835648576,16.823198647646347,29.656605483294925,637.7480470520884,-999.0,,0.0,100.0,100.0,0.0,71.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-72.7898951345304,9.157928620207237,81.94782375473763,637.7480470520884,-999.0,,0.0,100.0,100.0,0.0,71.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-54.63481203207907,27.313011722658565,81.94782375473764,637.7480470520884,-999.0,,0.0,100.0,100.0,0.0,71.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-26.679135090292437,12.300097229959006,38.97923232025144,41.17321334990973,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-108.53941176542985,5.269415310362254,113.80882707579208,41.17321334990973,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-90.3843286629785,23.424498412813588,113.8088270757921,41.17321334990973,-999.0,,0.0,100.0,100.0,0.0,100.0,25.0,38.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,19.23175782534721,-999.0,-1018.2317578253472,,-999.0,,0.0,0.0,0.0,0.0,32.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,10.002004015759768,-999.0,-1009.0020040157598,,1.830608324134042,940.0499270780912,0.4848673884912719,13.83,0.0,47.81,32.0,0.0,85.0,90.34,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,0,none,True,clear ocean boundary,28.157087118211106,-999.0,-1027.1570871182112,,-3.169391675865958,940.0499270780912,0.4848673884912719,0.0,0.0,16.97,32.0,25.0,85.0,88.19,high,ocean_candidate,high-confidence ocean candidate
-25.5,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2925.773505680984,271.7227708541989,-0.6572766969575002,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-26.679135090292437,12.300097229959006,38.97923232025144,41.17321334990973,-999.0,,0.0,100.0,100.0,0.0,100.0,0.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.5,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2925.773505680984,271.7227708541989,-0.6572766969575002,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,surface clutter in shallow window,-108.53941176542985,5.269415310362254,113.80882707579208,41.17321334990973,3.212480381334167,940.0499270780912,0.4848673884912719,100.0,100.0,90.0,100.0,0.0,20.0,0.0,not_interpretable,surface_clutter,likely surface-clutter echo
-25.5,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2925.773505680984,271.7227708541989,-0.6572766969575002,10,Directly paper anchored epsilon and layer thicknesses; Directly paper anchored epsilon; high-loss bracket modeled; Sensitivity bracket; Sensitivity bracket from paper-supported material families,True,weak/no deep detection,-90.3843286629785,23.424498412813588,113.8088270757921,41.17321334990973,-1.7875196186658329,940.0499270780912,0.4848673884912719,100.0,100.0,16.97,100.0,25.0,20.0,0.0,not_interpretable,likely_false_boundary,likely false/internal boundary
-25.0,thin_3km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2928.8573150071866,260.2713841318971,0.2733483228771832,0,none,True,clear ocean boundary,19.24944135471292,-999.0,-1018.2494413547128,,-999.0,,0.0,0.0,0.0,0.0,5.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-25.0,thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2928.8573150071866,260.2713841318971,0.2733483228771832,0,none,True,clear ocean boundary,10.05184772465641,-999.0,-1009.0518477246565,,-999.0,,0.0,10.34,0.0,0.0,5.0,0.0,85.0,98.94,high,ocean_candidate,high-confidence ocean candidate
-25.0,thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2928.8573150071866,260.2713841318971,0.2733483228771832,0,none,True,clear ocean boundary,28.20693082710774,-999.0,-1027.2069308271075,,-999.0,,0.0,0.0,0.0,0.0,5.0,25.0,85.0,93.4,high,ocean_candidate,high-confidence ocean candidate
-25.0,thin_3km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2928.8573150071866,260.2713841318971,0.2733483228771832,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,19.24844135471292,3.147310226173964,-16.101131128538956,1464.4286575035933,-999.0,,0.0,0.0,0.0,0.0,27.0,0.0,85.0,100.0,high,ocean_candidate,high-confidence ocean candidate
-25.0,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2928.8573150071866,260.2713841318971,0.2733483228771832,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,10.049265735758938,-6.726819733120396,-16.776085468879334,1464.4286575035933,-999.0,,0.0,12.99,0.0,0.0,27.0,0.0,85.0,95.94,high,ocean_candidate,high-confidence ocean candidate
-25.0,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,60.0,Full-depth VHF sensitivity check with reduced radiometric fidelity.,2928.8573150071866,260.2713841318971,0.2733483228771832,1,Directly paper anchored epsilon and layer thicknesses,True,clear ocean boundary,28.204348838210265,11.428263369330942,-16.776085468879323,1464.4286575035933,-999.0,,0.0,0.0,0.0,0.0,27.0,25.0,85.0,90.54,high,ocean_candidate,high-confidence ocean candidate
-25.0,thin_3km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,9.0,"Full-depth, lower-resolution sounding; primary deep-ocean stress test.",2928.8573150071866,260.2713841318971,0.2733483228771832,1,Directly paper anchored epsilon; high-loss bracket modeled,True,clear ocean boundary,12.386113343394566,12.348402498172602,-0.0377108452219641,40.45421293829925,-999.0,,0.0,3.83,49.55,0.0,48.0,0.0,85.0,91.93,high,ambiguous,ambiguous ocean vs internal layer
-25.0,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,60.0,High-resolution shallow sounding and clutter discrimination support.,2928.8573150071866,260.2713841318971,0.2733483228771832,1,Directly paper anchored epsilon; high-loss bracket modeled,True,weak/no deep detection,-7.669189000273495,5.3983240089854085,13.067513009258905,40.45421293829925,-999.0,,0.0,100.0,100.0,0.0,48.0,0.0,85.0,0.06,not_interpretable,likely_false_boundary,likely false/internal boundary
